Crit0,Crit1,Crit2,end
334690,-379955,2392,end
335409,-380821,2405,end
331908,-379130,2395,end
332084,-379339,2395,end
331972,-379177,2395,end
332148,-379386,2395,end
332982,-379213,2394,end
333158,-379422,2394,end
333701,-380079,2407,end
333877,-380288,2407,end
334119,-380944,2409,end
335576,-380347,2401,end
333430,-379263,2393,end
334149,-380129,2406,end
336024,-380397,2400,end
334778,-379996,2392,end
335497,-380862,2405,end
334567,-380994,2408,end
334690,-379831,2391,end
337284,-380965,2398,end
334302,-379359,2387,end
335474,-379883,2386,end
335021,-380225,2400,end
336896,-380493,2394,end
338068,-381017,2393,end
339914,-382335,2383,end
340193,-382403,2384,end
333873,-379300,2393,end
334592,-380166,2406,end
335268,-380361,2404,end
336467,-380434,2400,end
335010,-381031,2408,end
341369,-383676,2378,end
333005,-379284,2394,end
334015,-379320,2393,end
334734,-380186,2406,end
335410,-380381,2404,end
335998,-380509,2403,end
336609,-380454,2400,end
333181,-379493,2394,end
334191,-379529,2393,end
334910,-380395,2406,end
335586,-380590,2404,end
336174,-380718,2403,end
336785,-380663,2400,end
334547,-379477,2388,end
335152,-381051,2408,end
337141,-380611,2395,end
336416,-381374,2405,end
341232,-383628,2377,end
339266,-381997,2386,end
341511,-383696,2378,end
334463,-379370,2392,end
335182,-380236,2405,end
335858,-380431,2403,end
336446,-380559,2402,end
337057,-380504,2399,end
339182,-381890,2390,end
335635,-379894,2391,end
336354,-380760,2404,end
337030,-380955,2402,end
339155,-382341,2393,end
337618,-381083,2401,end
339464,-382401,2391,end
339743,-382469,2392,end
338229,-381028,2398,end
340075,-382346,2388,end
340354,-382414,2389,end
334639,-379579,2392,end
335358,-380445,2405,end
336622,-380768,2402,end
337233,-380713,2399,end
339358,-382099,2390,end
334742,-379531,2390,end
335461,-380397,2403,end
337336,-380665,2397,end
339461,-382051,2388,end
334994,-379835,2390,end
334995,-379527,2387,end
335600,-381101,2407,end
336276,-381296,2405,end
336864,-381424,2404,end
337588,-380969,2397,end
337589,-380661,2394,end
341348,-383801,2380,end
339435,-381979,2384,end
341680,-383678,2376,end
339714,-382047,2385,end
341959,-383746,2377,end
335811,-380103,2391,end
336530,-380969,2404,end
337206,-381164,2402,end
339331,-382550,2393,end
337794,-381292,2401,end
339919,-382678,2392,end
338405,-381237,2398,end
340530,-382623,2389,end
335914,-380055,2389,end
337897,-381244,2399,end
340022,-382630,2390,end
338508,-381189,2396,end
340633,-382575,2387,end
336772,-381625,2406,end
337448,-381820,2404,end
339573,-383206,2395,end
338036,-381948,2403,end
339882,-383266,2393,end
340161,-383334,2394,end
338647,-381893,2400,end
340772,-383279,2391,end
338149,-381548,2399,end
338760,-381493,2396,end
336167,-380051,2386,end
338761,-381185,2393,end
337880,-381610,2400,end
338468,-381738,2399,end
339079,-381683,2396,end
341006,-382884,2385,end
339286,-381968,2379,end
340274,-382934,2390,end
340885,-382879,2387,end
342189,-384407,2380,end
342800,-384352,2377,end
342241,-384257,2378,end
340607,-382503,2383,end
340925,-383001,2386,end
342852,-384202,2375,end
340886,-382571,2384,end
340005,-382996,2391,end
340593,-383124,2390,end
341204,-383069,2387,end
342520,-384325,2379,end
343131,-384270,2376,end
331980,-378731,2379,end
333013,-378838,2378,end
333844,-379197,2382,end
336438,-380331,2389,end
332315,-378936,2384,end
333348,-379043,2383,end
333796,-379093,2382,end
333034,-379802,2397,end
334067,-379909,2396,end
334515,-379959,2395,end
335331,-380232,2393,end
335942,-380177,2390,end
336390,-380227,2389,end
334510,-381274,2409,end
334604,-381302,2409,end
336130,-381848,2407,end
336224,-381876,2407,end
336900,-382071,2405,end
337488,-382199,2404,end
338099,-382144,2401,end
334686,-381483,2409,end
334780,-381511,2409,end
335228,-381561,2408,end
336306,-382057,2407,end
336400,-382085,2407,end
336982,-382252,2405,end
337076,-382280,2405,end
337570,-382380,2404,end
337664,-382408,2404,end
338181,-382325,2401,end
338275,-382353,2401,end
333835,-381801,2411,end
334928,-382139,2411,end
335022,-382167,2411,end
335376,-382189,2410,end
335470,-382217,2410,end
336548,-382713,2409,end
336642,-382741,2409,end
