ID_UG	ID_Vertice	XX_v	YY_v	Concelho
180	8314	-20433.1786	163673.6243	Paredes
180	8315	-20338.9985	163652.8429	Paredes
180	8316	-20307.4601	163609.0905	Paredes
180	8317	-20232.7779	163579.9702	Paredes
180	8318	-20182.0418	163558.4268	Paredes
180	8319	-20229.8316	163535.592	Paredes
180	8320	-20278.7229	163503.5041	Paredes
180	8321	-20335.5463	163445.2249	Paredes
180	8322	-20382.9493	163480.3086	Paredes
180	8323	-20444.6589	163502.5145	Paredes
180	8324	-20509.113	163506.0808	Paredes
180	8325	-20509.3124	163506.0552	Paredes
180	8326	-20509.7745	163506.0808	Paredes
180	8327	-20488.0095	163561.423	Paredes
180	8328	-20492.7721	163604.6825	Paredes
180	8329	-20523.3315	163655.8795	Paredes
180	8330	-20523.7284	163655.9589	Paredes
180	8331	-20491.4919	163662.2569	Paredes
181	8332	-20263.8065	163759.8673	Paredes
181	8333	-20272.0192	163690.9848	Paredes
181	8334	-20338.9985	163652.8429	Paredes
181	8335	-20433.1786	163673.6243	Paredes
181	8336	-20523.7284	163655.9589	Paredes
181	8337	-20592.0021	163619.2156	Paredes
181	8338	-20578.0888	163572.004	Paredes
181	8339	-20566.8273	163528.9723	Paredes
181	8340	-20591.8736	163495.5528	Paredes
181	8341	-20592.6054	163495.459	Paredes
181	8342	-20635.8259	163480.0923	Paredes
181	8343	-20640.7428	163478.3441	Paredes
181	8344	-20688.0654	163467.8002	Paredes
181	8345	-20722.202	163463.5689	Paredes
181	8346	-20772.5104	163462.0555	Paredes
181	8347	-20794.0643	163456.6699	Paredes
181	8348	-20874.7487	163436.5093	Paredes
181	8349	-20957.0546	163421.958	Paredes
181	8350	-21006.2278	163436.5905	Paredes
181	8351	-21054.5385	163498.0324	Paredes
181	8352	-21061.8035	163560.9726	Paredes
181	8353	-21035.4569	163623.9202	Paredes
181	8354	-20975.8387	163646.8903	Paredes
181	8355	-20930.5493	163666.9989	Paredes
181	8356	-20894.4326	163695.4055	Paredes
181	8357	-20861.3742	163727.2634	Paredes
181	8358	-20804.1093	163721.4962	Paredes
181	8359	-20761.2204	163757.7913	Paredes
181	8360	-20719.0858	163746.5335	Paredes
181	8361	-20668.6278	163718.7922	Paredes
181	8362	-20613.3445	163738.7889	Paredes
181	8363	-20555.9029	163766.5069	Paredes
181	8364	-20509.6722	163794.6115	Paredes
181	8365	-20448.3037	163814.522	Paredes
181	8366	-20377.4688	163828.3024	Paredes
181	8367	-20330.397	163833.3214	Paredes
181	8368	-20300.5831	163788.5139	Paredes
181	8369	-20263.8065	163759.8673	Paredes
182	8370	-19777.6093	162984.1459	Penafiel
182	8371	-19846.3328	162930.4699	Penafiel
182	8372	-19923.4552	162933.2728	Penafiel
182	8373	-19926.8026	162935.2952	Penafiel
182	8374	-19960.2367	162955.4944	Penafiel
182	8375	-19994.172	162986.0204	Penafiel
182	8376	-20039.3295	163034.2342	Penafiel
182	8377	-20024.3479	163080.0932	Penafiel
182	8378	-19992.1808	163146.9112	Penafiel
182	8379	-19979.0018	163202.3581	Penafiel
182	8380	-20032.5436	163216.8358	Penafiel
182	8381	-20008.8668	163267.0394	Penafiel
182	8382	-19946.0855	163294.2318	Penafiel
182	8383	-19875.6258	163317.3913	Penafiel
182	8384	-19845.6666	163276.0273	Penafiel
182	8385	-19824.6041	163236.2747	Penafiel
182	8386	-19769.8147	163208.2458	Penafiel
182	8387	-19727.8825	163149.4822	Penafiel
182	8388	-19728.1522	163148.9331	Penafiel
182	8389	-19707.7292	163106.0314	Penafiel
182	8390	-19728.9172	163047.6839	Penafiel
182	8391	-19777.6093	162984.1459	Penafiel
183	8392	-21064.8897	162134.5234	Penafiel
183	8393	-21058.2537	162230.5827	Penafiel
183	8394	-21039.3087	162251.9836	Penafiel
183	8395	-21012.1793	162282.6297	Penafiel
183	8396	-20930.8556	162308.774	Penafiel
183	8397	-20899.4684	162335.964	Penafiel
183	8398	-20885.9541	162347.3273	Penafiel
183	8399	-20874.1688	162357.2367	Penafiel
183	8400	-20842.2416	162384.0822	Penafiel
183	8401	-20831.3198	162393.1529	Penafiel
183	8402	-20860.6667	162444.4548	Penafiel
183	8403	-20832.6279	162471.9718	Penafiel
183	8404	-20824.7423	162479.7108	Penafiel
183	8405	-20824.3454	162479.7108	Penafiel
183	8406	-20817.1721	162469.0581	Penafiel
183	8407	-20776.2411	162413.4053	Penafiel
183	8408	-20774.0371	162410.4085	Penafiel
183	8409	-20729.4851	162363.8175	Penafiel
183	8410	-20667.012	162303.3312	Penafiel
183	8411	-20666.7391	162302.8377	Penafiel
183	8412	-20703.0525	162256.722	Penafiel
183	8413	-20717.8894	162300.3981	Penafiel
183	8414	-20772.2975	162299.263	Penafiel
183	8415	-20806.5747	162255.4173	Penafiel
183	8416	-20856.2563	162183.4988	Penafiel
183	8417	-20924.4664	162168.0694	Penafiel
183	8418	-20970.1042	162115.2395	Penafiel
183	8419	-21016.651	162063.1287	Penafiel
183	8420	-21061.1145	162045.6635	Penafiel
183	8421	-21061.5114	162045.6635	Penafiel
183	8422	-21064.7398	162130.5804	Penafiel
183	8423	-21064.8897	162134.5234	Penafiel
184	8424	-23036.3242	164321.115	Paredes
184	8425	-23032.6118	164317.4319	Paredes
184	8426	-22985.1518	164270.3469	Paredes
184	8427	-22965.5601	164251.4088	Paredes
184	8428	-22942.3128	164228.9369	Paredes
184	8429	-22884.7214	164228.4215	Paredes
184	8430	-22880.5253	164228.3839	Paredes
184	8431	-22880.5788	164228.2666	Paredes
184	8432	-22878.8869	164195.0707	Paredes
184	8433	-22874.6528	164138.747	Paredes
184	8434	-22876.8079	164090.3192	Paredes
184	8435	-22930.0047	164038.5714	Paredes
184	8436	-22995.1054	163943.9806	Paredes
184	8437	-23003.8123	163893.3388	Paredes
184	8438	-22993.7094	163836.1742	Paredes
184	8439	-22996.2783	163773.3635	Paredes
184	8440	-23079.5684	163691.6322	Paredes
184	8441	-23125.2846	163771.7503	Paredes
184	8442	-23148.5131	163819.8954	Paredes
184	8443	-23159.6841	163869.2395	Paredes
184	8444	-23154.8962	163923.0152	Paredes
184	8445	-23150.1815	163998.6642	Paredes
184	8446	-23171.2322	164078.0651	Paredes
184	8447	-23188.5678	164178.2172	Paredes
184	8448	-23206.6133	164241.7765	Paredes
184	8449	-23244.8798	164294.2305	Paredes
184	8450	-23298.0591	164345.6464	Paredes
184	8451	-23308.3829	164390.4148	Paredes
184	8452	-23278.7705	164458.4716	Paredes
184	8453	-23266.3	164600.7952	Paredes
184	8454	-23081.894	164412.8227	Paredes
184	8455	-23080.3065	164391.9206	Paredes
184	8456	-23056.6461	164367.2966	Paredes
184	8457	-23055.8523	164341.1028	Paredes
184	8458	-23045.3416	164330.3975	Paredes
184	8459	-23045.2365	164330.2904	Paredes
184	8460	-23036.3242	164321.115	Paredes
185	8461	-17497.2555	154021.2268	Penafiel
185	8462	-17467.3655	153979.8406	Penafiel
185	8463	-17486.4155	153948.0905	Penafiel
185	8464	-17454.6655	153916.3405	Penafiel
185	8465	-17356.2403	153941.7405	Penafiel
185	8466	-17295.9152	153933.803	Penafiel
185	8467	-17232.415	153997.3031	Penafiel
185	8468	-17192.7275	153995.7156	Penafiel
185	8469	-17148.2774	154032.2282	Penafiel
185	8470	-17135.5773	154078.2658	Penafiel
185	8471	-17114.9398	154078.2658	Penafiel
185	8472	-17070.4897	154070.3283	Penafiel
185	8473	-17033.9771	154067.1533	Penafiel
185	8474	-17067.3147	154138.5909	Penafiel
185	8475	-17024.4521	154160.816	Penafiel
185	8476	-17010.1646	154210.0285	Penafiel
185	8477	-16996.9917	154271.0066	Penafiel
185	8478	-16979.2381	154270.1599	Penafiel
185	8479	-16931.2326	154310.1041	Penafiel
185	8480	-16971.3006	154362.1028	Penafiel
185	8481	-16903.1574	154368.8948	Penafiel
185	8482	-16837.0243	154356.1496	Penafiel
185	8483	-16828.855	154314.4492	Penafiel
185	8484	-16829.9508	154290.8774	Penafiel
185	8485	-16830.0095	154290.809	Penafiel
185	8486	-16846.2376	154271.4053	Penafiel
185	8487	-16873.647	154233.6312	Penafiel
185	8488	-16925.7241	154193.142	Penafiel
185	8489	-16958.1284	154125.9935	Penafiel
185	8490	-16998.1221	154058.0694	Penafiel
185	8491	-17001.5824	154056.0193	Penafiel
185	8492	-17073.9847	154013.1224	Penafiel
185	8493	-17152.0681	153939.6764	Penafiel
185	8494	-17176.7729	153917.0308	Penafiel
185	8495	-17185.3437	153909.1744	Penafiel
185	8496	-17208.5468	153894.1387	Penafiel
185	8497	-17224.2211	153883.9817	Penafiel
185	8498	-17255.1503	153870.4361	Penafiel
185	8499	-17288.8353	153856.0421	Penafiel
185	8500	-17324.2367	153816.8936	Penafiel
185	8501	-17378.2512	153791.9965	Penafiel
185	8502	-17443.2467	153783.3953	Penafiel
185	8503	-17477.1922	153827.5584	Penafiel
185	8504	-17479.8285	153826.5616	Penafiel
185	8505	-17479.9439	153826.7117	Penafiel
185	8506	-17533.4052	153806.4976	Penafiel
185	8507	-17564.8194	153847.0303	Penafiel
185	8508	-17586.0825	153909.5387	Penafiel
185	8509	-17575.6635	153964.5716	Penafiel
185	8510	-17576.545	153964.8695	Penafiel
185	8511	-17522.6438	153997.8597	Penafiel
185	8512	-17497.2555	154021.2268	Penafiel
186	8513	-16777.9191	154605.5517	Penafiel
186	8514	-16780.9027	154602.1418	Penafiel
186	8515	-16836.4653	154576.7418	Penafiel
186	8516	-16879.3279	154570.3918	Penafiel
186	8517	-16925.3655	154549.7542	Penafiel
186	8518	-16996.8031	154525.9417	Penafiel
186	8519	-17014.2656	154468.7916	Penafiel
186	8520	-17039.6657	154417.9915	Penafiel
186	8521	-17084.1158	154402.1164	Penafiel
186	8522	-17111.1033	154383.0664	Penafiel
186	8523	-17122.6883	154351.2077	Penafiel
186	8524	-17148.8226	154366.8986	Penafiel
186	8525	-17209.5665	154398.2432	Penafiel
186	8526	-17263.8091	154417.354	Penafiel
186	8527	-17306.9877	154461.9583	Penafiel
186	8528	-17356.377	154445.3928	Penafiel
186	8529	-17351.6843	154514.0484	Penafiel
186	8530	-17399.1941	154546.4368	Penafiel
186	8531	-17399.7016	154546.7828	Penafiel
186	8532	-17400.0195999999	154546.9996	Penafiel
186	8533	-17343.4902	154580.935	Penafiel
186	8534	-17290.9374	154581.6547	Penafiel
186	8535	-17283.1087	154625.0738	Penafiel
186	8536	-17240.1347	154657.7319	Penafiel
186	8537	-17239.713	154657.6502	Penafiel
186	8538	-17186.6416	154647.3735	Penafiel
186	8539	-17186.1382	154647.3785	Penafiel
186	8540	-17186.1125	154647.3735	Penafiel
186	8541	-17135.241	154647.8758	Penafiel
186	8542	-17071.9682	154658.8905	Penafiel
186	8543	-17032.3526	154628.7883	Penafiel
186	8544	-16987.4098	154622.5335	Penafiel
186	8545	-16926.2143	154611.7834	Penafiel
186	8546	-16869.2021	154615.2474	Penafiel
186	8547	-16815.227	154607.839	Penafiel
186	8548	-16777.9191	154605.5517	Penafiel
187	8549	-23501.7103	159618.7713	Paredes
187	8550	-23482.6602	159610.8338	Paredes
187	8551	-23458.8477	159628.2964	Paredes
187	8552	-23431.8601	159633.0589	Paredes
187	8553	-23390.5851	159618.7713	Paredes
187	8554	-23381.06	159590.1963	Paredes
187	8555	-23381.06	159560.0337	Paredes
187	8556	-23344.5475	159523.5211	Paredes
187	8557	-23306.3052	159505.797	Paredes
187	8558	-23305.2612	159505.3131	Paredes
187	8559	-23323.4554	159489.1147	Paredes
187	8560	-23367.8608	159421.8538	Paredes
187	8561	-23430.7128	159392.1123	Paredes
187	8562	-23488.8898	159380.2953	Paredes
187	8563	-23541.9636	159376.3861	Paredes
187	8564	-23541.7888	159376.8427	Paredes
187	8565	-23590.2646	159364.2826	Paredes
187	8566	-23636.7458	159360.0003	Paredes
187	8567	-23622.8551	159421.1192	Paredes
187	8568	-23643.8746	159441.5515	Paredes
187	8569	-23680.4021	159457.2349	Paredes
187	8570	-23641.1614	159503.9957	Paredes
187	8571	-23623.9635	159555.5895	Paredes
187	8572	-23616.6811	159620.6485	Paredes
187	8573	-23576.3229	159591.7838	Paredes
187	8574	-23563.6229	159618.7713	Paredes
187	8575	-23544.5729	159628.2964	Paredes
187	8576	-23527.1103	159636.2339	Paredes
187	8577	-23501.7103	159618.7713	Paredes
188	8578	-16111.5265	158770.8856	Penafiel
188	8579	-16160.9192	158827.4327	Penafiel
188	8580	-16208.1357	158903.141	Penafiel
188	8581	-16144.0904	158889.0831	Penafiel
188	8582	-16069.8127	158885.0462	Penafiel
188	8583	-16090.0859	158837.631	Penafiel
188	8584	-16111.5265	158770.8856	Penafiel
189	8585	-15738.8788	158688.3246	Penafiel
189	8586	-15793.4024	158668.4763	Penafiel
189	8587	-15848.1436	158647.459	Penafiel
189	8588	-15904.8268	158666.8736	Penafiel
189	8589	-15978.7263	158665.74	Penafiel
189	8590	-16051.6265	158634.1535	Penafiel
189	8591	-16080.9343	158689.9332	Penafiel
189	8592	-16111.5265	158770.8856	Penafiel
189	8593	-16044.276	158787.5738	Penafiel
189	8594	-16019.9366	158841.0713	Penafiel
189	8595	-15928.447	158864.4593	Penafiel
189	8596	-15904.508	158825.7252	Penafiel
189	8597	-15849.5738	158804.2881	Penafiel
189	8598	-15810.621	158823.9857	Penafiel
189	8599	-15749.1499	158806.2168	Penafiel
189	8600	-15718.0241	158756.7305	Penafiel
189	8601	-15638.5984	158742.731	Penafiel
189	8602	-15588.9253	158699.9453	Penafiel
189	8603	-15650.3475	158674.1511	Penafiel
189	8604	-15738.8788	158688.3246	Penafiel
190	8605	-20784.3934	161747.633	Penafiel
190	8606	-20747.5731	161779.3553	Penafiel
190	8607	-20704.7962	161798.0748	Penafiel
190	8608	-20653.0902	161774.3326	Penafiel
190	8609	-20612.4502	161808.4639	Penafiel
190	8610	-20571.4362	161861.151	Penafiel
190	8611	-20568.9375	161859.6234	Penafiel
190	8612	-20567.1801	161858.547	Penafiel
190	8613	-20565.0211	161857.226	Penafiel
190	8614	-20564.2922	161856.7801	Penafiel
190	8615	-20548.0906	161846.8674	Penafiel
190	8616	-20539.2788	161841.476	Penafiel
190	8617	-20524.2538	161832.2832	Penafiel
190	8618	-20522.1217	161830.9799	Penafiel
190	8619	-20522.1666	161830.8856	Penafiel
190	8620	-20522.9886	161829.1718	Penafiel
190	8621	-20553.4404	161765.6563	Penafiel
190	8622	-20560.6056	161750.7113	Penafiel
190	8623	-20572.4834	161732.0444	Penafiel
190	8624	-20577.7266999999	161716.0672	Penafiel
190	8625	-20590.5175	161721.0374	Penafiel
190	8626	-20605.5039	161726.8607	Penafiel
190	8627	-20610.835	161728.9322	Penafiel
190	8628	-20615.2697	161730.6555	Penafiel
190	8629	-20621.3634	161733.0233	Penafiel
190	8630	-20621.6763	161733.1449	Penafiel
190	8631	-20621.9784	161732.6924	Penafiel
190	8632	-20648.0524	161693.6416	Penafiel
190	8633	-20648.486	161692.9907	Penafiel
190	8634	-20658.7735	161677.5826	Penafiel
190	8635	-20659.9621	161675.8025	Penafiel
190	8636	-20677.3966	161622.4599	Penafiel
190	8637	-20677.4589	161622.2692	Penafiel
190	8638	-20677.5319	161622.2641	Penafiel
190	8639	-20679.6127	161623.7516	Penafiel
190	8640	-20699.0895	161637.6752	Penafiel
190	8641	-20755.7637	161678.1905	Penafiel
190	8642	-20777.5308	161693.7514	Penafiel
190	8643	-20777.5379	161693.8071	Penafiel
190	8644	-20777.5683	161694.0454	Penafiel
190	8645	-20781.1439	161722.1197	Penafiel
190	8646	-20781.8848	161727.937	Penafiel
190	8647	-20784.3934	161747.633	Penafiel
191	8648	-21396.133	162038.3934	Penafiel
191	8649	-21481.77	162154.2698	Penafiel
191	8650	-21575.0461	162140.1349	Penafiel
191	8651	-21600.8989	162167.2123	Penafiel
191	8652	-21371.0293	162297.951	Penafiel
191	8653	-21319.6855	162351.1117	Penafiel
191	8654	-21275.681	162392.7479	Penafiel
191	8655	-21229.1957	162332.0325	Penafiel
191	8656	-21251.0823	162260.7247	Penafiel
191	8657	-21303.2476	162206.4988	Penafiel
191	8658	-21320.7351	162132.633	Penafiel
191	8659	-21369.1649	162104.3809	Penafiel
191	8660	-21396.133	162038.3934	Penafiel
192	8661	-16051.6265	158634.1535	Penafiel
192	8662	-16005.1588	158584.0806	Penafiel
192	8663	-15937.7661	158573.7097	Penafiel
192	8664	-15845.8005	158554.142	Penafiel
192	8665	-15826.0609	158487.1544	Penafiel
192	8666	-15887.0639	158445.1396	Penafiel
192	8667	-15952.0952	158461.4179	Penafiel
192	8668	-15984.2333	158500.6154	Penafiel
192	8669	-16018.1025	158534.9923	Penafiel
192	8670	-16054.2781	158559.4957	Penafiel
192	8671	-16108.9597	158597.5484	Penafiel
192	8672	-16205.1735	158624.9478	Penafiel
192	8673	-16130.8441	158647.056	Penafiel
192	8674	-16051.6265	158634.1535	Penafiel
193	8675	-15123.3573	158447.4712	Penafiel
193	8676	-15150.0204	158501.6809	Penafiel
193	8677	-15138.443	158576.1714	Penafiel
193	8678	-15115.4858	158634.3496	Penafiel
193	8679	-15143.2576	158684.9721	Penafiel
193	8680	-15116.5476	158738.505	Penafiel
193	8681	-15054.5075	158746.9157	Penafiel
193	8682	-15061.168	158807.3801	Penafiel
193	8683	-15018.7698	158809.5751	Penafiel
193	8684	-14970.7612	158845.1035	Penafiel
193	8685	-14911.0817	158866.6274	Penafiel
193	8686	-14834.8333	158890.5689	Penafiel
193	8687	-14795.2231	158912.7901	Penafiel
193	8688	-14822.0353	158728.5874	Penafiel
193	8689	-14876.4384	158736.3856	Penafiel
193	8690	-14936.3213	158721.1804	Penafiel
193	8691	-14995.96	158722.4399	Penafiel
193	8692	-15017.7087	158674.4333	Penafiel
193	8693	-15032.5544	158631.3889	Penafiel
193	8694	-15072.4716	158560.682	Penafiel
193	8695	-15075.2451	158512.9529	Penafiel
193	8696	-15084.9297	158470.5453	Penafiel
193	8697	-15123.3573	158447.4712	Penafiel
194	8698	-23950.0925	158929.5943	Paredes
194	8699	-24173.6328	158819.0908	Paredes
194	8700	-24172.2253	158905.0967	Paredes
194	8701	-24171.1726	158969.4192	Paredes
194	8702	-24174.859	159005.2254	Paredes
194	8703	-24183.5572	159089.7117	Paredes
194	8704	-24175.4568	159092.9298	Paredes
194	8705	-24156.5543	159101.0281	Paredes
194	8706	-24137.0182	159109.2153	Paredes
194	8707	-24110.2871	159120.4178	Paredes
194	8708	-24096.1531	159125.7593	Paredes
194	8709	-24056.8095	159140.0644	Paredes
194	8710	-23965.7706	159186.1084	Paredes
194	8711	-23907.4217	159218.0029	Paredes
194	8712	-23837.7184	159259.3625	Paredes
194	8713	-23775.1976	159288.7796	Paredes
194	8714	-23705.6659	159307.3599	Paredes
194	8715	-23660.3334	159262.2708	Paredes
194	8716	-23645.7414	159179.7748	Paredes
194	8717	-23611.3696	159100.2044	Paredes
194	8718	-23646.5744	159082.8115	Paredes
194	8719	-23685.988	159062.9153	Paredes
194	8720	-23732.4769	159039.4475	Paredes
194	8721	-23781.3404	159014.781	Paredes
194	8722	-23824.6412	158992.9226	Paredes
194	8723	-23856.2397	158976.9716	Paredes
194	8724	-23950.0925	158929.5943	Paredes
195	8725	-23579.5914	159060.5046	Paredes
195	8726	-23582.1793	159054.4423	Paredes
195	8727	-23582.3023	159054.6493	Paredes
195	8728	-23585.9612	159060.2367	Paredes
195	8729	-23591.2354	159068.0373	Paredes
195	8730	-23611.5813	159099.9927	Paredes
195	8731	-23625.1053	159131.8209	Paredes
195	8732	-23574.4058	159165.9602	Paredes
195	8733	-23514.8406	159166.2277	Paredes
195	8734	-23446.9607	159217.11	Paredes
195	8735	-23378.0545	159238.4991	Paredes
195	8736	-23326.4186	159242.9353	Paredes
195	8737	-23284.6205	159254.3429	Paredes
195	8738	-23227.436	159297.3687	Paredes
195	8739	-23171.5879	159334.6876	Paredes
195	8740	-23113.8216	159376.9314	Paredes
195	8741	-23066.8868	159373.6549	Paredes
195	8742	-23066.5825	159373.5557	Paredes
195	8743	-23071.1514	159362.6677	Paredes
195	8744	-23072.6412	159359.1175	Paredes
195	8745	-23072.9601	159358.3576	Paredes
195	8746	-23076.1498	159350.7565	Paredes
195	8747	-23078.5948	159344.9301	Paredes
195	8748	-23078.8242	159344.3835	Paredes
195	8749	-23081.0083	159339.1786	Paredes
195	8750	-23084.8216	159330.0915	Paredes
195	8751	-23085.7572	159327.8619	Paredes
195	8752	-23088.4023	159321.5585	Paredes
195	8753	-23090.9575	159315.4693	Paredes
195	8754	-23092.4323	159311.5198	Paredes
195	8755	-23093.8329	159307.3699	Paredes
195	8756	-23096.0443	159300.8177	Paredes
195	8757	-23097.6376	159296.0968	Paredes
195	8758	-23098.5889	159293.2781	Paredes
195	8759	-23098.9343	159292.2546	Paredes
195	8760	-23100.0298	159289.0088	Paredes
195	8761	-23102.5699	159281.4825	Paredes
195	8762	-23104.6678	159275.2664	Paredes
195	8763	-23108.5524	159263.7563	Paredes
195	8764	-23110.2276	159258.7926	Paredes
195	8765	-23111.4421	159255.194	Paredes
195	8766	-23113.0829	159250.3324	Paredes
195	8767	-23112.0735	159243.7733	Paredes
195	8768	-23111.5796	159240.5644	Paredes
195	8769	-23111.2779	159238.6041	Paredes
195	8770	-23110.8593	159235.8842	Paredes
195	8771	-23109.3746	159226.2376	Paredes
195	8772	-23108.0839	159217.8514	Paredes
195	8773	-23107.8673	159216.4438	Paredes
195	8774	-23106.4383	159207.1589	Paredes
195	8775	-23104.9978	159197.3997	Paredes
195	8776	-23104.8679	159196.5202	Paredes
195	8777	-23104.6518	159193.6751	Paredes
195	8778	-23104.0923	159186.3099	Paredes
195	8779	-23103.2515	159175.2418	Paredes
195	8780	-23103.0904	159173.1206	Paredes
195	8781	-23102.8055	159169.3697	Paredes
195	8782	-23101.5903	159153.372	Paredes
195	8783	-23101.8409	159152.7656	Paredes
195	8784	-23102.2951	159151.0765	Paredes
195	8785	-23104.1332	159144.2409	Paredes
195	8786	-23104.0217	159143.8882	Paredes
195	8787	-23104.3694	159142.6599	Paredes
195	8788	-23105.2188	159139.6596	Paredes
195	8789	-23105.2494	159139.5514	Paredes
195	8790	-23105.4227	159138.9393	Paredes
195	8791	-23105.5321	159138.5527	Paredes
195	8792	-23105.7691	159137.7156	Paredes
195	8793	-23105.9993	159136.9024	Paredes
195	8794	-23106.2598	159135.9824	Paredes
195	8795	-23106.5522	159134.9495	Paredes
195	8796	-23106.6568	159134.5799	Paredes
195	8797	-23106.9925	159133.394	Paredes
195	8798	-23107.7461	159130.8045	Paredes
195	8799	-23108.1351	159129.3577	Paredes
195	8800	-23108.327	159128.644	Paredes
195	8801	-23113.1262	159110.796	Paredes
195	8802	-23116.5053	159098.2293	Paredes
195	8803	-23118.6229	159081.3546	Paredes
195	8804	-23121.5489	159058.0388	Paredes
195	8805	-23122.7457	159048.5014	Paredes
195	8806	-23123.7019	159040.4391	Paredes
195	8807	-23126.4292	159017.4435	Paredes
195	8808	-23128.6646	158998.5959	Paredes
195	8809	-23129.3835	158992.5348	Paredes
195	8810	-23165.0759	158935.4176	Paredes
195	8811	-23233.0181	158911.3189	Paredes
195	8812	-23292.5007	158890.5623	Paredes
195	8813	-23334.3843	158848.6378	Paredes
195	8814	-23334.4426	158848.5794	Paredes
195	8815	-23386.4842	158850.9322	Paredes
195	8816	-23410.3154	158906.209	Paredes
195	8817	-23391.9147	158972.2318	Paredes
195	8818	-23363.6171	159023.2623	Paredes
195	8819	-23350.2821	159065.1066	Paredes
195	8820	-23336.0237	159118.0834	Paredes
195	8821	-23326.4566	159164.1782	Paredes
195	8822	-23326.3403	159164.7386	Paredes
195	8823	-23409.4437	159132.9754	Paredes
195	8824	-23464.7504	159086.0624	Paredes
195	8825	-23520.4453	159051.005	Paredes
195	8826	-23554.3519	159072.9447	Paredes
195	8827	-23569.9724	159082.9411	Paredes
195	8828	-23575.1331	159070.904	Paredes
195	8829	-23579.5914	159060.5046	Paredes
196	8830	-23779.2918	158815.2685	Paredes
196	8831	-23770.6875	158819.8313	Paredes
196	8832	-23768.5047	158821.01	Paredes
196	8833	-23767.5513	158821.522	Paredes
196	8834	-23755.0191	158828.1494	Paredes
196	8835	-23685.8206	158865.5796	Paredes
196	8836	-23664.7444	158875.9411	Paredes
196	8837	-23600.1499	158864.7961	Paredes
196	8838	-23584.3703	158830.3422	Paredes
196	8839	-23576.0344	158813.2213	Paredes
196	8840	-23575.6907	158812.952	Paredes
196	8841	-23576.0344	158811.8984	Paredes
196	8842	-23583.9719	158767.2499	Paredes
196	8843	-23592.1578	158764.4331	Paredes
196	8844	-23639.5721	158743.1581	Paredes
196	8845	-23684.8683	158720.2461	Paredes
196	8846	-23726.9346	158699.7647	Paredes
196	8847	-23832.1686	158663.4339	Paredes
196	8848	-23880.3861	158706.9709	Paredes
196	8849	-23960.5743	158695.9488	Paredes
196	8850	-23961.2779	158695.8521	Paredes
196	8851	-23984.1424	158720.3738	Paredes
196	8852	-23983.5981	158720.6414	Paredes
196	8853	-23957.028	158732.9203	Paredes
196	8854	-23862.7737	158775.2146	Paredes
196	8855	-23785.9085	158811.8371	Paredes
196	8856	-23779.2918	158815.2685	Paredes
198	8857	-17919.548	163755.5815	Penafiel
198	8858	-17940.1872	163591.6835	Penafiel
198	8859	-17940.7943	163591.4207	Penafiel
198	8860	-17940.9365	163591.3591	Penafiel
198	8861	-17977.5363	163575.5127	Penafiel
198	8862	-17995.1172	163567.9008	Penafiel
198	8863	-18038.578	163604.4139	Penafiel
198	8864	-18067.9496	163674.0548	Penafiel
198	8865	-18093.3561	163746.4399	Penafiel
198	8866	-18050.2242	163750.3842	Penafiel
198	8867	-17980.2422	163743.1283	Penafiel
198	8868	-17955.3645	163797.6341	Penafiel
198	8869	-17919.548	163755.5815	Penafiel
199	8870	-17748.6696	157724.7957	Penafiel
199	8871	-17726.8044	157653.7617	Penafiel
199	8872	-17701.9418	157578.4226	Penafiel
199	8873	-17710.1194	157518.1679	Penafiel
199	8874	-17750.543	157460.3572	Penafiel
199	8875	-17750.299	157460.4415	Penafiel
199	8876	-17750.543	157460.0926	Penafiel
199	8877	-17792.5736	157443.7745	Penafiel
199	8878	-17804.0362	157467.095	Penafiel
199	8879	-17816.2695999999	157509.3876	Penafiel
199	8880	-17841.078	157595.1535	Penafiel
199	8881	-17881.1312	157723.626	Penafiel
199	8882	-17881.2449	157723.9909	Penafiel
199	8883	-17848.9697	157733.0686	Penafiel
199	8884	-17808.4371	157736.145	Penafiel
199	8885	-17748.6696	157724.7957	Penafiel
200	8886	-18267.5213	163388.7505	Penafiel
200	8887	-18281.295	163346.4844	Penafiel
200	8888	-18308.8076	163298.1998	Penafiel
200	8889	-18354.7264	163359.0461	Penafiel
200	8890	-18437.6931	163390.5315	Penafiel
200	8891	-18389.3511	163416.6082	Penafiel
200	8892	-18331.3311	163415.3697	Penafiel
200	8893	-18267.5213	163388.7505	Penafiel
201	8894	-18418.7834	163290.8352	Penafiel
201	8895	-18418.405	163290.6792	Penafiel
201	8896	-18371.4376	163271.8886	Penafiel
201	8897	-18342.9337999999	163260.473	Penafiel
201	8898	-18343.5854	163259.4437	Penafiel
201	8899	-18385.7364	163226.402	Penafiel
201	8900	-18444.4475	163182.9858	Penafiel
201	8901	-18475.2804	163162.6323	Penafiel
201	8902	-18484.9309	163156.2617	Penafiel
201	8903	-18533.9407	163138.252	Penafiel
201	8904	-18554.0905	163131.8901	Penafiel
201	8905	-18577.6436	163124.4537	Penafiel
201	8906	-18601.504	163116.9202	Penafiel
201	8907	-18637.8334	163059.8637	Penafiel
201	8908	-18675.0192	162985.9745	Penafiel
201	8909	-18728.6913	162935.017	Penafiel
201	8910	-18813.9123	162953.112	Penafiel
