116,2054,Ec,130
116,2065,Ec,120
117,2028,Ec,821
117,2058,Sb,59
117,2068,Sb,356
118,2029,Ec,7804
118,2059,Sb,259
118,2069,Sb,1548
119,2021,Ec,249
119,2033,Ec,488
119,2045,Ec,441
119,2057,Ec,689
119,2069,Ec,634
120,2024,Ec,774
120,2036,Ec,765
120,2048,Ec,695
120,2060,Ec,1114
121,2027,Ec,248
121,2057,Sb,56
121,2067,Sb,337
122,2029,Ec,1426
122,2041,Ec,1323
122,2053,Ec,1165
122,2065,Ec,1426
124,2035,Pb,72
124,2045,Pb,675
125,2021,Pb,12
125,2036,Pb,1075
125,2066,Sb,53
126,2021,Ec,641
126,2033,Ec,1268
126,2045,Ec,1148
126,2057,Ec,1788
126,2069,Ec,1646
127,2049,Sb,87
127,2059,Sb,524
127,2068,Sb,271
128,2021,Ec,311
128,2051,Sb,58
128,2061,Sb,351
129,2028,Ec,2812
129,2039,Ec,2652
129,2050,Ec,2300
129,2061,Ec,2464
130,2037,Pb,90
130,2052,Pb,877
131,2037,Pb,345
131,2052,Pb,3711
132,2039,Pb,205
132,2054,Pb,1806
133,2039,Pb,20
133,2049,Pb,27
133,2059,Pb,186
134,2039,Pb,153
134,2049,Pb,1745
135,2044,Pb,154
135,2059,Pb,1386
136,2028,Ec,896
136,2040,Ec,1283
136,2052,Ec,1150
136,2064,Ec,1730
138,2025,Ec,2078
138,2048,Qr,1
138,2052,Qr,4
138,2062,Qr,16
140,2026,Ec,843
140,2049,Qr,0
140,2053,Qr,2
140,2063,Qr,9
141,2022,Ec,151
142,2048,Pb,34
142,2063,Pb,802
143,2021,Ec,477
143,2051,Ct,321
143,2061,Ct,1161
144,2028,Ec,402
144,2058,Ct,105
144,2068,Ct,160
145,2025,Ec,201
145,2036,Ec,199
145,2047,Ec,183
145,2058,Ec,281
145,2069,Ec,262
146,2024,Ec,1198
146,2054,Sb,94
146,2064,Sb,562
147,2025,Ec,579
147,2048,Qr,0
147,2052,Qr,2
147,2062,Qr,8
149,2022,Ec,38
149,2052,Sb,4
149,2062,Sb,28
150,2025,Ec,536
150,2035,Ec,486
150,2045,Ec,419
150,2055,Ec,1005
150,2065,Ec,901
153,2042,Qr,0
153,2046,Qr,1
153,2056,Qr,4
153,2069,Qr,263
154,2025,Ec,246
154,2036,Ec,320
154,2047,Ec,290
154,2058,Ec,540
154,2069,Ec,493
155,2029,Ec,1309
155,2041,Ec,1175
155,2053,Ec,1075
155,2065,Ec,1868
156,2023,Ec,71
156,2053,Sb,25
156,2063,Sb,150
157,2044,Pb,277
157,2054,Pb,481
157,2069,Pb,3004
158,2026,Ec,682
158,2056,Sb,146
158,2066,Sb,872
159,2025,Ec,460
159,2055,Sb,120
159,2065,Sb,720
160,2023,Ec,1130
160,2053,Ct,385
160,2063,Ct,1390
161,2049,Sb,13
161,2059,Sb,83
161,2068,Sb,43
162,2039,Pb,233
162,2049,Pb,380
162,2064,Pb,2559
163,2037,Pb,12
164,2025,Ec,1488
164,2040,Ct,28
164,2050,Ct,832
164,2060,Ct,1293
165,2024,Ec,549
165,2036,Ec,806
165,2048,Ec,737
165,2060,Ec,1027
166,2023,Ec,314
166,2053,Sb,63
166,2063,Sb,380
167,2024,Ec,969
167,2036,Ec,1429
167,2048,Ec,1308
167,2060,Ec,1821
168,2023,Ec,638
168,2053,Sb,65
168,2063,Sb,393
169,2026,Ec,250
169,2037,Ec,409
169,2048,Ec,374
169,2059,Ec,661
170,2023,Ec,651
170,2035,Ec,646
170,2047,Ec,584
170,2059,Ec,956
171,2026,Ec,274
171,2038,Ec,272
171,2050,Ec,250
171,2062,Ec,382
172,2044,Pb,367
172,2054,Pb,649
172,2069,Pb,3891
173,2044,Pb,269
173,2054,Pb,419
173,2064,Pb,2577
174,2021,Ec,199
174,2044,Qr,0
174,2048,Qr,0
174,2061,Qr,67
176,2022,Ec,273
176,2034,Ec,292
176,2046,Ec,263
176,2058,Ec,431
177,2025,Ec,1322
177,2037,Ec,1334
177,2049,Ec,1222
177,2061,Ec,1899
178,2021,Ec,1831
178,2044,Qr,0
178,2048,Qr,2
178,2058,Qr,8
178,2066,Qr,19
179,2026,Ec,222
179,2036,Ec,201
179,2046,Ec,173
179,2056,Ec,422
179,2066,Ec,378
180,2024,Ec,171
180,2054,Sb,184
180,2064,Sb,108
181,2029,Ec,1238
181,2059,Sb,722
181,2069,Sb,425
182,2021,Ec,453
182,2051,Sb,85
182,2061,Sb,512
183,2025,Ec,563
183,2055,Sb,60
183,2065,Sb,363
184,2021,Ec,1432
184,2051,Sb,752
184,2061,Sb,443
185,2023,Ec,283
185,2035,Ec,263
185,2047,Ec,226
185,2059,Ec,1006
186,2028,Ec,2166
186,2039,Ec,2043
186,2050,Ec,1771
186,2061,Ec,1897
187,2024,Ec,866
187,2036,Ec,1267
187,2048,Ec,1158
187,2060,Ec,1617
188,2027,Ec,47
188,2039,Ec,75
188,2051,Ec,68
188,2063,Ec,121
189,2026,Ec,660
189,2038,Ec,621
189,2050,Ec,543
189,2062,Ec,1220
190,2034,Pb,21
190,2044,Pb,114
190,2054,Pb,154
190,2064,Pb,895
191,2021,Pb,103
191,2031,Pb,173
191,2046,Pb,1258
191,2061,Pb,38
192,2044,Pb,92
192,2054,Pb,143
192,2069,Pb,946
193,2026,Ec,236
193,2056,Sb,56
193,2066,Sb,334
194,2039,Pb,400
194,2049,Pb,559
194,2064,Pb,4380
195,2026,Ec,33
195,2038,Ec,32
195,2050,Ec,27
195,2062,Ec,2183
196,2023,Ec,127
196,2034,Ec,183
196,2045,Ec,164
196,2056,Ec,374
196,2067,Ec,339
198,2049,Sb,23
198,2059,Sb,141
198,2068,Sb,73
199,2020,Ec,65
199,2032,Ec,41
199,2044,Ec,35
199,2056,Ec,311
199,2068,Ec,281
200,2027,Ec,81
200,2057,Sb,9
200,2067,Sb,55
201,2035,Pb,462
201,2065,Sb,48
202,2038,Pb,175
202,2053,Pb,1595
203,2037,Pb,687
203,2047,Pb,5366
204,2050,Pb,62
204,2060,Pb,1127
206,2026,Pb,51
206,2036,Pb,144
206,2046,Pb,213
206,2056,Pb,1470
207,2023,Ec,68
207,2053,Sb,22
207,2063,Sb,133
208,2048,Pb,65
208,2063,Pb,1505
209,2049,Pb,276
210,2050,Pb,40
210,2065,Pb,957
211,2024,Ec,343
211,2047,Qr,0
211,2051,Qr,0
211,2064,Qr,80
212,2021,Ec,89
213,2023,Ec,290
213,2046,Qr,0
213,2050,Qr,0
213,2060,Qr,2
213,2068,Qr,5
214,2022,Ec,481
214,2045,Qr,0
214,2049,Qr,1
214,2062,Qr,122
215,2025,Ec,341
215,2055,Sb,117
215,2065,Sb,700
217,2025,Ec,394
217,2060,Ct,317
218,2029,Ec,1260
218,2041,Ec,1125
218,2053,Ec,1001
218,2065,Ec,1602
219,2048,Pb,58
219,2063,Pb,1252
220,2048,Pb,431
221,2022,Ec,232
221,2045,Qr,0
221,2049,Qr,0
221,2062,Qr,85
222,2024,Ec,280
222,2035,Ec,376
222,2046,Ec,338
222,2057,Ec,655
222,2068,Ec,592
223,2027,Ec,354
223,2057,Sb,37
223,2067,Sb,223
225,2025,Pb,204
225,2035,Pb,596
225,2045,Pb,914
225,2060,Pb,7322
226,2022,Ec,635
226,2034,Ec,660
226,2046,Ec,596
226,2058,Ec,982
227,2023,Ec,719
227,2035,Ec,725
227,2047,Ec,657
227,2059,Ec,1069
229,2021,Ec,414
229,2031,Ec,365
229,2041,Ec,331
229,2051,Ec,552
229,2061,Ec,503
230,2026,Ec,144
230,2038,Ec,136
230,2050,Ec,119
230,2062,Ec,267
231,2022,Ec,715
231,2034,Ec,1095
231,2046,Ec,992
231,2058,Ec,1420
233,2052,Pb,12
233,2062,Pb,244
235,2024,Ec,1207
235,2036,Ec,1768
235,2048,Ec,1616
235,2060,Ec,2256
236,2026,Ec,893
236,2038,Ec,894
236,2050,Ec,823
236,2062,Ec,1253
237,2026,Ec,346
237,2038,Ec,461
237,2050,Ec,409
237,2062,Ec,660
238,2026,Ec,473
238,2038,Ec,627
238,2050,Ec,557
238,2062,Ec,899
239,2065,Pb,165
240,2026,Ec,596
240,2056,Sb,59
240,2066,Sb,355
242,2024,Ec,1323
242,2054,Sb,101
242,2064,Sb,607
243,2024,Ec,487
243,2036,Ec,482
243,2048,Ec,439
243,2060,Ec,703
244,2022,Ec,117
244,2052,Sb,49
244,2062,Sb,298
246,2026,Ec,692
246,2038,Ec,904
246,2050,Ec,820
246,2062,Ec,1505
247,2023,Ec,169
247,2034,Ec,173
247,2045,Ec,158
247,2056,Ec,251
247,2067,Ec,232
248,2020,Ec,99
248,2030,Ec,90
248,2040,Ec,77
248,2050,Ec,350
248,2060,Ec,316
249,2026,Ec,174
249,2038,Ec,231
249,2050,Ec,210
249,2062,Ec,383
250,2024,Ec,209
250,2054,Sb,251
250,2064,Sb,148
251,2026,Ec,456
251,2038,Ec,432
251,2050,Ec,382
251,2062,Ec,760
252,2024,Ec,156
252,2036,Ec,157
252,2048,Ec,143
252,2060,Ec,228
253,2023,Ec,1070
253,2035,Ec,1089
253,2047,Ec,986
253,2059,Ec,1602
254,2022,Ec,716
254,2034,Ec,1113
254,2046,Ec,1009
254,2058,Ec,1440
255,2031,Ec,2819
255,2043,Ec,2602
255,2055,Ec,2274
255,2067,Ec,2819
256,2027,Ec,1256
256,2039,Ec,2669
256,2051,Ec,2415
256,2063,Ec,2236
257,2028,Ec,1318
257,2040,Ec,2105
257,2052,Ec,3246
257,2064,Ec,3018
258,2029,Ec,1919
258,2041,Ec,1809
258,2053,Ec,1571
258,2065,Ec,1690
259,2044,Pb,231
259,2054,Pb,371
259,2069,Pb,2666
260,2026,Ec,790
260,2038,Ec,1032
260,2050,Ec,935
260,2062,Ec,1717
264,2021,Ec,182
264,2036,Ct,2
264,2046,Ct,92
264,2056,Ct,147
265,2027,Ec,1558
265,2042,Ct,26
265,2052,Ct,772
265,2062,Ct,1199
266,2025,Ec,244
266,2048,Qr,0
266,2052,Qr,0
266,2062,Qr,3
267,2023,Ec,525
267,2046,Qr,0
267,2050,Qr,2
267,2060,Qr,7
267,2068,Qr,12
268,2025,Ec,1599
268,2040,Ct,30
268,2050,Ct,894
268,2060,Ct,1389
269,2022,Ec,1409
269,2037,Ct,45
269,2047,Ct,1329
269,2057,Ct,2064
270,2044,Pb,192
270,2054,Pb,296
270,2064,Pb,1801
271,2042,Qr,1
271,2046,Qr,5
271,2056,Qr,19
271,2064,Qr,33
272,2024,Ec,310
272,2036,Ec,461
272,2048,Ec,422
272,2060,Ec,586
273,2027,Ec,271
273,2037,Ec,240
273,2047,Ec,215
273,2057,Ec,346
273,2067,Ec,310
274,2039,Pb,181
274,2049,Pb,273
274,2059,Pb,1619
275,2026,Ec,1065
275,2038,Ec,1393
275,2050,Ec,1264
275,2062,Ec,2318
276,2022,Ec,72
276,2033,Ec,67
276,2044,Ec,58
276,2055,Ec,259
276,2066,Ec,235
277,2024,Pb,25
277,2034,Pb,190
277,2044,Pb,1689
277,2059,Pb,44
277,2069,Pb,236
278,2021,Ec,188
278,2031,Ec,501
278,2041,Ec,439
278,2051,Ec,478
278,2061,Ec,448
279,2044,Pb,279
279,2054,Pb,437
279,2069,Pb,2922
280,2021,Ec,622
280,2051,Sb,88
280,2061,Sb,531
281,2026,Ec,329
281,2038,Ec,1366
281,2050,Ec,1240
281,2062,Ec,1758
282,2021,Ec,1897
282,2031,Ec,2621
282,2041,Ec,2384
282,2051,Ec,3425
282,2061,Ec,3183
284,2026,Ec,393
284,2049,Qr,0
284,2053,Qr,1
284,2063,Qr,4
285,2026,Ec,201
285,2038,Ec,258
285,2050,Ec,234
285,2062,Ec,433
286,2024,Ec,164
286,2036,Ec,227
286,2048,Ec,203
286,2060,Ec,403
287,2026,Ec,514
287,2038,Ec,663
287,2050,Ec,601
287,2062,Ec,1109
288,2027,Ec,438
288,2057,Sb,75
288,2067,Sb,450
289,2025,Ec,993
289,2037,Ec,934
289,2049,Ec,819
289,2061,Ec,1814
290,2021,Ec,222
290,2044,Qr,0
290,2048,Qr,0
290,2058,Qr,1
290,2066,Qr,4
291,2025,Ec,820
291,2037,Ec,825
291,2049,Ec,756
291,2061,Ec,1176
292,2044,Pb,241
292,2059,Pb,2119
293,2049,Sb,113
293,2059,Sb,677
293,2068,Sb,350
294,2026,Ec,674
294,2038,Ec,635
294,2050,Ec,557
294,2062,Ec,1247
295,2024,Ec,635
295,2036,Ec,941
295,2048,Ec,861
295,2060,Ec,1197
296,2024,Ec,1471
296,2047,Qr,1
296,2051,Qr,6
296,2064,Qr,476
297,2027,Ec,1670
297,2057,Ct,682
297,2067,Ct,1038
298,2029,Ec,922
298,2052,Qr,0
298,2056,Qr,1
298,2069,Qr,132
299,2028,Ec,1153
299,2058,Ct,292
299,2068,Ct,445
300,2029,Ec,717
300,2041,Ec,638
300,2053,Ec,567
300,2065,Ec,915
302,2028,Ec,1120
302,2039,Ec,1005
302,2050,Ec,919
302,2061,Ec,1612
303,2028,Ec,733
303,2039,Ec,657
303,2050,Ec,601
303,2061,Ec,1054
304,2025,Ec,735
304,2036,Ec,692
304,2047,Ec,608
304,2058,Ec,1362
304,2069,Ec,1264
305,2047,Pb,71
306,2059,Pb,865
307,2042,Qr,1
307,2046,Qr,3
307,2056,Qr,13
307,2064,Qr,23
308,2042,Qr,0
308,2046,Qr,2
308,2056,Qr,7
308,2064,Qr,13
310,2034,Pb,14
310,2044,Pb,81
310,2054,Pb,101
310,2069,Pb,736
312,2026,Ec,1248
312,2056,Sb,111
312,2066,Sb,664
313,2042,Qr,0
313,2046,Qr,2
313,2056,Qr,7
313,2064,Qr,13
314,2026,Ec,242
314,2056,Sb,61
314,2066,Sb,367
315,2028,Ec,1903
315,2043,Ct,21
315,2053,Ct,623
315,2063,Ct,968
316,2049,Sb,209
316,2059,Sb,1254
316,2068,Sb,649
317,2049,Sb,58
317,2059,Sb,350
317,2068,Sb,181
318,2024,Ec,708
318,2035,Ec,669
318,2046,Ec,593
318,2057,Ec,1167
318,2068,Ec,1091
319,2027,Ec,611
319,2039,Ec,1181
319,2051,Ec,1004
319,2063,Ec,1080
320,2027,Ec,321
320,2057,Ct,194
320,2067,Ct,296
321,2026,Ec,339
321,2038,Ec,670
321,2050,Ec,606
321,2062,Ec,979
322,2025,Ec,100
322,2036,Ec,94
322,2047,Ec,83
322,2058,Ec,186
322,2069,Ec,173
323,2027,Ec,355
323,2039,Ec,663
323,2051,Ec,594
323,2063,Ec,1171
324,2023,Ec,417
324,2035,Ec,375
324,2047,Ec,317
324,2059,Ec,764
325,2027,Ec,263
325,2039,Ec,416
325,2051,Ec,379
325,2063,Ec,671
326,2021,Ec,431
326,2051,Sb,51
326,2061,Sb,305
327,2026,Ec,217
327,2056,Sb,46
327,2066,Sb,278
328,2026,Ec,77
328,2056,Sb,16
328,2066,Sb,99
330,2021,Ec,632
330,2036,Ct,15
330,2046,Ct,456
330,2056,Ct,708
331,2021,Ec,75
331,2051,Sb,27
331,2061,Sb,165
332,2025,Ec,362
332,2036,Ec,359
332,2047,Ec,330
332,2058,Ec,507
332,2069,Ec,473
333,2023,Ec,588
333,2035,Ec,584
333,2047,Ec,528
333,2059,Ec,864
334,2027,Ec,63
334,2057,Sb,14
334,2067,Sb,87
335,2025,Ec,1607
335,2055,Sb,113
335,2065,Sb,676
336,2044,Pb,74
336,2054,Pb,557
337,2025,Ec,79
337,2055,Sb,16
337,2065,Sb,97
338,2024,Ec,33
338,2054,Sb,8
338,2064,Sb,49
339,2024,Ec,1104
339,2054,Sb,95
339,2064,Sb,571
340,2033,Pb,6
340,2043,Pb,14
340,2053,Pb,115
341,2022,Ec,1299
341,2033,Ec,2013
341,2044,Ec,1836
341,2055,Ec,2588
341,2066,Ec,2417
342,2022,Ec,1088
342,2045,Qr,0
342,2049,Qr,2
342,2059,Qr,8
342,2067,Qr,17
343,2025,Ec,22
343,2055,Sb,4
343,2065,Sb,27
344,2024,Ec,992
344,2034,Ec,1327
344,2044,Ec,1206
344,2054,Ec,2244
344,2064,Ec,2044
345,2049,Sb,235
345,2059,Sb,1409
345,2068,Sb,729
346,2027,Ec,1006
346,2039,Ec,1581
346,2051,Ec,1405
346,2063,Ec,2181
348,2024,Ec,435
348,2059,Ct,448
350,2025,Ec,354
350,2048,Qr,0
350,2052,Qr,1
350,2062,Qr,5
351,2025,Ec,430
351,2037,Ec,563
351,2049,Ec,500
351,2061,Ec,734
352,2049,Sb,80
352,2059,Sb,482
352,2068,Sb,249
354,2024,Ec,265
354,2036,Ec,267
354,2048,Ec,243
354,2060,Ec,387
355,2021,Ec,634
355,2051,Sb,61
355,2061,Sb,367
356,2023,Ec,234
356,2053,Sb,82
356,2063,Sb,493
357,2054,Pb,261
357,2069,Pb,2196
358,2023,Ec,988
358,2046,Qr,0
358,2050,Qr,2
358,2060,Qr,9
359,2042,Qr,0
359,2046,Qr,0
359,2056,Qr,1
359,2064,Qr,2
360,2049,Sb,53
360,2059,Sb,319
360,2068,Sb,165
361,2049,Sb,50
361,2059,Sb,299
361,2068,Sb,154
363,2022,Ec,820
363,2034,Ec,861
363,2046,Ec,777
363,2058,Ec,1277
364,2023,Ec,820
364,2035,Ec,842
364,2047,Ec,764
364,2059,Ec,1236
366,2022,Ec,287
366,2052,Ct,123
366,2062,Ct,446
368,2022,Ec,591
368,2033,Ec,611
368,2044,Ec,555
368,2055,Ec,901
368,2066,Ec,828
369,2023,Ec,990
369,2035,Ec,1010
369,2047,Ec,915
369,2059,Ec,1485
370,2022,Ec,1060
370,2034,Ec,1105
370,2046,Ec,999
370,2058,Ec,1642
371,2044,Pb,301
371,2059,Pb,2904
372,2029,Ec,713
372,2039,Ec,645
372,2049,Ec,560
372,2059,Ec,713
372,2069,Ec,645
373,2026,Ec,372
373,2037,Ec,340
373,2048,Ec,291
373,2059,Ec,698
374,2044,Pb,119
374,2054,Pb,184
374,2064,Pb,1101
375,2021,Ec,465
375,2031,Ec,806
375,2041,Ec,736
375,2051,Ec,1134
375,2061,Ec,1049
376,2023,Ec,437
376,2046,Qr,0
376,2050,Qr,1
376,2060,Qr,3
376,2068,Qr,7
377,2027,Ec,1806
377,2050,Qr,1
377,2054,Qr,3
377,2064,Qr,11
378,2023,Ec,470
378,2035,Ec,483
378,2047,Ec,437
378,2059,Ec,709
379,2034,Pb,56
379,2044,Pb,293
379,2054,Pb,366
379,2069,Pb,2782
380,2026,Ec,244
380,2049,Qr,0
380,2053,Qr,0
380,2063,Qr,3
381,2023,Ec,28
381,2035,Ec,26
381,2047,Ec,23
381,2059,Ec,102
383,2054,Pb,150
383,2069,Pb,1312
384,2054,Pb,115
384,2064,Pb,787
385,2044,Pb,175
385,2054,Pb,248
385,2069,Pb,1844
386,2022,Ec,215
386,2034,Ec,332
386,2046,Ec,301
386,2058,Ec,430
387,2024,Ec,1450
387,2036,Ec,1472
387,2048,Ec,1341
387,2060,Ec,2131
388,2030,Ec,2445
388,2041,Ec,2287
388,2052,Ec,2037
388,2063,Ec,2445
389,2022,Ec,584
389,2045,Qr,0
389,2049,Qr,1
389,2062,Qr,140
390,2026,Ec,475
390,2049,Qr,0
390,2053,Qr,1
390,2066,Qr,85
391,2026,Ec,729
391,2038,Ec,957
391,2050,Ec,869
391,2062,Ec,1591
393,2023,Ec,382
393,2035,Ec,354
393,2047,Ec,303
393,2059,Ec,1358
394,2026,Ec,831
